name,nameEn,region,city,municipality,postcode,suburb,lon,lat,address,,,,,,
Св. Недела,St. Domenica,Pelagonia Region,Bitola,Municipality of Bitola,7000,Gorno Orizari,41.04080005,21.34877563,"St. Domenica, Dimitar Robev, 7000 Bitola, North Macedonia",,,,,,
Чарши Џамија,Charshi Mosque,Pelagonia Region,Prilep,Municipality of Prilep,7500,Charshija,41.3455524,21.55527066,"Charshi Mosque, Risto Stojanoski, 7500 Prilep, North Macedonia",,,,,,
Св. Јован Крстител,St. John the Baptist,Pelagonia Region,Prisad,Municipality of Prilep,,,41.461423,21.5705114,"St. John the Baptist, R1312, Prisad, North Macedonia",,,,,,
Husein Shah,,Skopje Region,Skopje,Municipality of Saraj,1060,Saraj,42.0016702,21.33109118,"Husein Shah, Улица 3, 1060 Skopje, North Macedonia",,,,,,
Камена,Kamena,Pelagonia Region,Debreshte,Municipality of Dolneni,7537,,41.4784311,21.31427874,"Kamena, R1303, 7537 Debreshte, North Macedonia",,,,,,
Св. Спас,,Vardar Region,Veles,Municipality of Veles,1400,,41.70685905,21.78928895,"Св. Спас, Прохор Пчински, 1400 Veles, North Macedonia",,,,,,
Св. Атанасиј,,Pelagonia Region,Novoselani,Municipality of Dolneni,,,41.38036465,21.41170115,"Св. Атанасиј, Marko Despotoski, Novoselani, North Macedonia",,,,,,
Араста-џамија,Arasta Mosque,Skopje Region,Skopje,Municipality of Chair,1000,Dukjandzhik,42.0019582,21.43695401,"Arasta Mosque, Кавтанџиска, 1000 Skopje, North Macedonia",,,,,,
Св. Недела,St. Domenica,Pelagonia Region,Dolneni,Municipality of Dolneni,7504,,41.4721913,21.46021504,"St. Domenica, R1303.1, 7504 Dolneni, North Macedonia",,,,,,
Св. Илија,St. Eliyah,Pelagonia Region,Dolneni,Municipality of Dolneni,7504,,41.4671102,21.46236465,"St. Eliyah, R1303.1, 7504 Dolneni, North Macedonia",,,,,,
Св. Георгиј,St. George,Pelagonia Region,Crnilishte,Municipality of Dolneni,7516,,41.5012596,21.4519441,"St. George, R2336, 7516 Crnilishte, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Slepche,Municipality of Dolneni,,,41.5026276,21.4650586,"St. Nicholas, Slepche, Pelagonia Region, North Macedonia",,,,,,
Св. Илија,St. Eliyah,Pelagonia Region,Strovija,Municipality of Dolneni,7516,,41.562662,21.40670065,"St. Eliyah, R2336, 7516 Strovija, North Macedonia",,,,,,
Св. Недела,St. Domenica,Pelagonia Region,Strovija,Municipality of Dolneni,7516,,41.5684649,21.4086364,"St. Domenica, R2336, 7516 Strovija, North Macedonia",,,,,,
Св. Илија,St. Eliyah,Pelagonia Region,Zrze,Municipality of Dolneni,7505,,41.53727455,21.3726372,"St. Eliyah, R29375, 7505 Zrze, North Macedonia",,,,,,
Успение на Пресвета Богородица,Dormition of Holy Mother of God,Pelagonia Region,Zrze,Municipality of Dolneni,7505,,41.5358905,21.3651009,"Dormition of Holy Mother of God, R29375, 7505 Zrze, North Macedonia",,,,,,
Св. Атанасиј,St. Athanasius,Pelagonia Region,Debreshte,Municipality of Dolneni,7537,,41.48745635,21.36086241,"St. Athanasius, R1303, 7537 Debreshte, North Macedonia",,,,,,
Св. Троица,Holy Trinity,Pelagonia Region,Ropotovo,Municipality of Dolneni,7537,,41.451705,21.37336884,"Holy Trinity, Andon Ivanoski, 7537 Ropotovo, North Macedonia",,,,,,
Еврејска заедница во Република Македонија,Jewish Community in the Republic of Macedonia,Skopje Region,Skopje,Municipality of Karposh,1000,Karposh 2,41.9976637,21.41983702,"Jewish Community in the Republic of Macedonia, Борка Талевски 24, 1000 Skopje, North Macedonia",,,,,,
Св. Великомаченик Георгиј,Church of St. George,Northeastern Region,Staro Nagorichane,Municipality of Staro Nagorichane,,,42.19823985,21.82807678,"Church of St. George, R1207, Staro Nagorichane, North Macedonia",,,,,,
Св. Георгиј,St. George,Pelagonia Region,Novoselani,Municipality of Dolneni,,,41.40187345,21.43077435,"St. George, Marko Despotoski, Novoselani, North Macedonia",,,,,,
Св. Богородица,Holy Mother of God,Pelagonia Region,Mazhuchishte,Municipality of Prilep,7513,,41.3835625,21.49982,"Holy Mother of God, R1303, 7513 Mazhuchishte, North Macedonia",,,,,,
Св. Недела,,Vardar Region,Veles,Municipality of Veles,1400,,41.7030643,21.78794068,"Св. Недела, R1102, 1400 Veles, North Macedonia",,,,,,
Света Петка,,Vardar Region,Sogle,Municipality of Chashka,,,41.63072865,21.48931668,"Света Петка, R2336, Sogle, North Macedonia",,,,,,
Рождество на Пресвета Богородица,Nativity of the Holy Mother of God,Pelagonia Region,Shtavica,Municipality of Prilep,,,41.2590865,21.56874205,"Nativity of the Holy Mother of God, R1107, Shtavica, North Macedonia",,,,,,
Св. Георгиј,St. George,Pelagonia Region,Belovodica,Municipality of Prilep,,,41.34059905,21.68981301,"St. George, R29172, Belovodica, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Belovodica,Municipality of Prilep,,,41.33561,21.70465719,"St. Nicholas, R29172, Belovodica, North Macedonia",,,,,,
Манастир Св. Ѓорѓија,,Skopje Region,Kuchkovo,Municipality of Gjorche Petrov,,,42.0690911,21.3001786,"Манастир Св. Ѓорѓија, Улица 103, Kuchkovo, North Macedonia",,,,,,
Св. Благовештение,Holy Annunciation,Pelagonia Region,Prilep,Municipality of Prilep,7500,Charshija,41.34348172,21.55791913,"Republikanska, 7500 Prilep, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Toplica,Municipality of Prilep,,,41.3782058,21.805722,"St. Nicholas, R1101, Toplica, North Macedonia",,,,,,
Св. Кузман и Дамјан,Ss. Cosma and Damian,Pelagonia Region,Pletvar,Municipality of Prilep,,,41.3703325,21.65326485,"Ss. Cosma and Damian, R1101, Pletvar, North Macedonia",,,,,,
Св. Петка,St. Parascheva,Pelagonia Region,Novo Lagovo,Municipality of Prilep,7515,,41.3092467,21.5150127,"St. Parascheva, 1 Makedonska Narodnoosloboditelna Udarna Brigada, 7515 Novo Lagovo, North Macedonia",,,,,,
Св. Пантелејмон,,Vardar Region,Veles,Municipality of Veles,1400,,41.70656805,21.78163459,"Св. Пантелејмон, Славе Петков, 1400 Veles, North Macedonia",,,,,,
Св. Кирил и Методиј,,Vardar Region,Veles,Municipality of Veles,1400,,41.717335,21.774303,"Св. Кирил и Методиј, Благој Ѓорев, 1400 Veles, North Macedonia",,,,,,
Црна Џамија,Black Mosque,Vardar Region,Veles,Municipality of Veles,1400,,41.71047115,21.78619072,"Black Mosque, Коле Цветков, 1400 Veles, North Macedonia",,,,,,
Успение на Пресвета Богородица,,Vardar Region,Veles,Municipality of Veles,1400,,41.7114612,21.78854911,"Успение на Пресвета Богородица, Прохор Пчински, 1400 Veles, North Macedonia",,,,,,
Џамија Хусамедин Паша,,Eastern Region,Shtip,Municipality of Shtip,2000,Кежовица,41.73565475,22.19557295,"Џамија Хусамедин Паша, Ленинова, 2000 Shtip, North Macedonia",,,,,,
Св. Петка,St. Parascheva,Pelagonia Region,Gostirazhni,Municipality of Dolneni,7516,,41.5511938,21.44031627,"St. Parascheva, R2336, 7516 Gostirazhni, North Macedonia",,,,,,
Св. Атанасиј Велики,St. Athanasius the Great,Pelagonia Region,Drenovci,Municipality of Dolneni,,,41.4732366,21.54459195,"St. Athanasius the Great, Drenovci, Pelagonia Region, North Macedonia",,,,,,
Св. Спас,Holy Salvation,Pelagonia Region,Prilep,Municipality of Prilep,7500,Shtavichko Maalo,41.30351535,21.567512,"Holy Salvation, Car Samoil, 7500 Prilep, North Macedonia",,,,,,
Св. Петка,St. Parascheva,Pelagonia Region,Prilep,Municipality of Prilep,7510,Gjorgji Delchev-Goce,41.32544525,21.59474263,"St. Parascheva, A3, 7510 Prilep, North Macedonia",,,,,,
Св. Илија,St. Eliyah,Pelagonia Region,Prilep,Municipality of Prilep,7510,Gjorgji Delchev-Goce,41.32528605,21.5942847,"St. Eliyah, A3, 7510 Prilep, North Macedonia",,,,,,
Св. Димитриј Солунски,St. Demetrius of Salonica,Pelagonia Region,Prilep,Municipality of Prilep,7510,Gjorgji Delchev-Goce,41.32501655,21.59392296,"St. Demetrius of Salonica, A3, 7510 Prilep, North Macedonia",,,,,,
Св. Преображение,Holy Transfiguration,Pelagonia Region,Zrze,Municipality of Dolneni,7505,,41.5214238,21.34198765,"Holy Transfiguration, R29375, 7505 Zrze, North Macedonia",,,,,,
Св. Петар и Св. Павле,St. Petar and St. Paul,Pelagonia Region,Zrze,Municipality of Dolneni,7505,,41.5210754,21.34138679,"St. Petar and St. Paul, R29375, 7505 Zrze, North Macedonia",,,,,,
Св. Троица,Holy Trinity,Pelagonia Region,Dolneni,Municipality of Dolneni,7504,,41.43149535,21.4505226,"Holy Trinity, R1303.1, 7504 Dolneni, North Macedonia",,,,,,
Св. Атанасиј,St. Athanasius,Pelagonia Region,Nikodin,Municipality of Prilep,,,41.4428174,21.7305967,"St. Athanasius, Nikodin, Pelagonia Region, North Macedonia",,,,,,
Рождество на Пресвета Богородица,Nativity of Holy Mother of God,Pelagonia Region,Toplica,Municipality of Prilep,,,41.4379948,21.74252733,"Nativity of Holy Mother of God, R1101, Toplica, North Macedonia",,,,,,
Св. Троица,Holy Trinity,Pelagonia Region,Toplica,Municipality of Prilep,,,41.4381872,21.7428796,"Holy Trinity, R1101, Toplica, North Macedonia",,,,,,
Св. Архангел Михаил,St. Archangel Michael,Pelagonia Region,Bitola,Municipality of Bitola,7000,,41.04293995,21.33139275,"St. Archangel Michael, A3, 7000 Bitola, North Macedonia",,,,,,
Воскресение Христово,Resurection of Christ,Pelagonia Region,Berovci,Municipality of Prilep,7515,,41.2958289,21.49853317,"Resurection of Christ, R1101, 7515 Berovci, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Manastir,Municipality of Prilep,,,41.1655799,21.7266777,"St. Nicholas, Path to Chebren, Manastir, North Macedonia",,,,,,
Св. Архангел Михаил,St. Archangel Michael,Pelagonia Region,Dunje,Municipality of Prilep,,,41.20684625,21.65402489,"St. Archangel Michael, R1107, Dunje, North Macedonia",,,,,,
Св. Димитриј Солунски,St. Demetrius of Salonica,Pelagonia Region,Veprchani,Municipality of Prilep,,,41.2707897,21.7635885,"St. Demetrius of Salonica, Veprchani, Pelagonia Region, North Macedonia",,,,,,
Св. Спас,Holy Salvation,Pelagonia Region,Dunje,Municipality of Prilep,,,41.2674589,21.74567245,"Holy Salvation, R29172, Dunje, North Macedonia",,,,,,
Св. Атанасиј,St. Athanasius,Pelagonia Region,Vitolishte,Municipality of Prilep,,,41.1804623,21.82617765,"St. Athanasius, R1107, Vitolishte, North Macedonia",,,,,,
Св. Спас,Holy Salvation,Pelagonia Region,Kalen,Municipality of Prilep,,,41.25472215,21.64429265,"Holy Salvation, R1107, Kalen, North Macedonia",,,,,,
Св. Архангел Михаил,St. Archangel Michael,Pelagonia Region,Klepach,Municipality of Prilep,7512,,41.204685,21.4573688,"St. Archangel Michael, R2340, 7512 Klepach, North Macedonia",,,,,,
Св. Атанасиј,St. Athanasius,Pelagonia Region,Zhitoshe,Municipality of Dolneni,,,41.40431775,21.29352315,"St. Athanasius, R2335, Zhitoshe, North Macedonia",,,,,,
Стара Џамија,Old Mosque,Pelagonia Region,Zhitoshe,Municipality of Dolneni,,,41.41980225,21.29255081,"Old Mosque, R2335, Zhitoshe, North Macedonia",,,,,,
Пресвета Богородица,Holy Mother of God,Pelagonia Region,Peshtalevo,Municipality of Dolneni,,,41.4656112,21.39901915,"Holy Mother of God, R2336, Peshtalevo, North Macedonia",,,,,,
Долна џамија,,Pelagonia Region,Crnilishte,Municipality of Dolneni,7516,,41.5301881,21.41450273,"Долна џамија, R2336, 7516 Crnilishte, North Macedonia",,,,,,
Горна џамија,,Pelagonia Region,Crnilishte,Municipality of Dolneni,7516,,41.53078885,21.41223245,"Горна џамија, R2336, 7516 Crnilishte, North Macedonia",,,,,,
Св. Атанасиј Велики,St. Athanasius the Great,Pelagonia Region,Bitola,Municipality of Bitola,7000,,41.02657215,21.31397524,"St. Athanasius the Great, Partizanski Odredi na Makedonija 0, 7000 Bitola, North Macedonia",,,,,,
Црква „Св. Апостоли Петар и Павле“,,Skopje Region,Skopje,Municipality of Aerodrom,1000,Gorno Lisiche,41.96447215,21.49361008,"Црква „Св. Апостоли Петар и Павле“, Горно Лисиче, 1000 Skopje, North Macedonia",,,,,,
Св. Јован Крстител,St. John the Baptist,Pelagonia Region,Sarandinovo,Municipality of Dolneni,,,41.4139568,21.412138,"St. John the Baptist, R1303, Sarandinovo, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Podvis,Municipality of Krivogashtani,,,41.3935258,21.37372857,"St. Nicholas, Dame Gruev, Podvis, North Macedonia",,,,,,
Св. Атанасиј Велики,St. Athanasius the Great,Pelagonia Region,Gostirazhni,Municipality of Dolneni,7516,,41.55416925,21.43218649,"St. Athanasius the Great, R2336, 7516 Gostirazhni, North Macedonia",,,,,,
Пресвета Богородица,Holy MOther of God,Pelagonia Region,Prilep (Vicinity),Municipality of Prilep,7513,,41.41717585,21.5333161,"Holy MOther of God, Hiking trail Prilep - Treskavec, 7513 Prilep (Vicinity), North Macedonia",,,,,,
Св. Георгиј,St. George,Pelagonia Region,Debreshte,Municipality of Dolneni,7537,,41.4788807,21.31481443,"St. George, R1303, 7537 Debreshte, North Macedonia",,,,,,
Баталоска,Bataloska,Pelagonia Region,Debreshte,Municipality of Dolneni,7537,,41.47803265,21.32829493,"Bataloska, R1303, 7537 Debreshte, North Macedonia",,,,,,
Долна,Lower,Pelagonia Region,Debreshte,Municipality of Dolneni,7537,,41.47955165,21.31776577,"Lower, R1303, 7537 Debreshte, North Macedonia",,,,,,
Св. Троица,Holy Trinity,Pelagonia Region,Desovo,Municipality of Dolneni,,,41.46318645,21.48923385,"Holy Trinity, Desovo, Pelagonia Region, North Macedonia",,,,,,
Св. Спас,Holy Salvation,Pelagonia Region,Dolneni,Municipality of Dolneni,7504,,41.4272966,21.45378559,"Holy Salvation, R1303.1, 7504 Dolneni, North Macedonia",,,,,,
Св. Теодор Тирон,St. Theodore,Pelagonia Region,Drenovci,Municipality of Dolneni,,,41.46789235,21.54358607,"St. Theodore, Drenovci, Pelagonia Region, North Macedonia",,,,,,
Св. Атанасиј Велики,St. Athanasius the Great,Pelagonia Region,Beranci,Municipality of Mogila,,,41.15736415,21.35640746,"St. Athanasius the Great, A3, Beranci, North Macedonia",,,,,,
Св. Атанасиј,St. Athanasius,Pelagonia Region,Ropotovo,Municipality of Dolneni,,,41.4618817,21.37558979,"St. Athanasius, R2336, Ropotovo, North Macedonia",,,,,,
Св. Архангел Михаил,St. Archangel Michael,Pelagonia Region,Ropotovo,Municipality of Dolneni,7537,,41.45348525,21.36906719,"St. Archangel Michael, Andon Ivanoski, 7537 Ropotovo, North Macedonia",,,,,,
Нова Џамија,New Mosque,Pelagonia Region,Zhitoshe,Municipality of Dolneni,,,41.4214396,21.28164677,"Zhitoshe, Upper Neighbourhood, North Macedonia",,,,,,
Св. Атанасиј Велики,St. Athanasius the Great,Pelagonia Region,Gorno Selo,Municipality of Dolneni,7513,,41.4319332,21.49254662,"St. Athanasius the Great, R29374, 7513 Gorno Selo, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Zrze,Municipality of Dolneni,7505,,41.51809895,21.3496249,"St. Nicholas, R29375, 7505 Zrze, North Macedonia",,,,,,
Рождество на Пресвета Богородица,Nativity of the Virgin Mary,Pelagonia Region,Kostinci,Municipality of Dolneni,7516,,41.504743,21.40612316,"Nativity of the Virgin Mary, R2336, 7516 Kostinci, North Macedonia",,,,,,
Св. Димитриј Солунски,St. Demetrius of Salonica,Pelagonia Region,Debreshte,Municipality of Dolneni,7537,,41.4732717,21.289086,"St. Demetrius of Salonica, R1303, 7537 Debreshte, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Zhitoshe,Municipality of Dolneni,7537,,41.46488415,21.28764277,"St. Nicholas, R2335, 7537 Zhitoshe, North Macedonia",,,,,,
Св. Атанасиј Велики,St. Athanasiu the Great,Pelagonia Region,Zhitoshe,Municipality of Dolneni,7537,,41.4647808,21.29379595,"St. Athanasiu the Great, R2335, 7537 Zhitoshe, North Macedonia",,,,,,
Нова Џамија,New Mosque,Pelagonia Region,Lazhani,Municipality of Dolneni,7537,,41.4415293,21.31495985,"New Mosque, R2335, 7537 Lazhani, North Macedonia",,,,,,
Стара Џамија,Old Mosque,Pelagonia Region,Lazhani,Municipality of Dolneni,7537,,41.44377905,21.31606113,"Old Mosque, R2335, 7537 Lazhani, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Lazhani,Municipality of Dolneni,7537,,41.45120485,21.32236595,"St. Nicholas, R2335, 7537 Lazhani, North Macedonia",,,,,,
Св. Троица,Holy Trinity,Pelagonia Region,Lokveni,Municipality of Dolneni,7524,,41.39918125,21.30968925,"Holy Trinity, R2335, 7524 Lokveni, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Prilep (Vicinity),Municipality of Prilep,7513,,41.44941895,21.5603131,"St. Nicholas, Hiking trail Prilep - Treskavec, 7513 Prilep (Vicinity), North Macedonia",,,,,,
Св. Георгиј,St. George,Pelagonia Region,Sarandinovo,Municipality of Dolneni,,,41.43287025,21.40999393,"St. George, R1303, Sarandinovo, North Macedonia",,,,,,
Св. Атанасиј,,Pelagonia Region,Sekirci,Municipality of Dolneni,7516,,41.47895375,21.40995018,"Св. Атанасиј, R2336, 7516 Sekirci, North Macedonia",,,,,,
Св. Атанасиј Велики,St. Athanasius the Great,Pelagonia Region,Senokos,Municipality of Dolneni,7504,,41.4123172,21.46730498,"St. Athanasius the Great, R1303, 7504 Senokos, North Macedonia",,,,,,
Св. Атанасиј,St. Athanasius,Pelagonia Region,Zrze,Municipality of Dolneni,7505,,41.4964637,21.38205952,"St. Athanasius, R29375, 7505 Zrze, North Macedonia",,,,,,
Воведение на Пресвета Богородица,Presentation of the Holy Mother of God,Pelagonia Region,Ropotovo,Municipality of Dolneni,7537,,41.4140933,21.36017027,"Presentation of the Holy Mother of God, R2335, 7537 Ropotovo, North Macedonia",,,,,,
Успение на Пресвета Богородица,Dormition of the Virgin Mary,Pelagonia Region,Vrboec,Municipality of Krushevo,7524,,41.3347123,21.29369824,"Dormition of the Virgin Mary, R1306, 7524 Vrboec, North Macedonia",,,,,,
Св. Петка,,Vardar Region,Kavadarci,Municipality of Kavadarci,1430,,41.4431181,22.00832146,"Св. Петка, Булевар Вељко Влаховиќ, 1430 Kavadarci, North Macedonia",,,,,,
Св. Димитриј,,Vardar Region,Kavadarci,Municipality of Kavadarci,1430,,41.43459515,22.00855908,"Св. Димитриј, Пано Мударов, 1430 Kavadarci, North Macedonia",,,,,,
Св. Петка,,Vardar Region,Veles,Municipality of Veles,1400,Babuna,41.70081585,21.79142894,"Св. Петка, R1102, 1400 Veles, North Macedonia",,,,,,
Св. Никола,,Vardar Region,Veles,Municipality of Veles,1400,Babuna,41.7000612,21.7910351,"Св. Никола, R1102, 1400 Veles, North Macedonia",,,,,,
Св. Јован Крстител,,Vardar Region,Veles,Municipality of Veles,1400,Babuna,41.7035112,21.7912027,"Св. Јован Крстител, R1102, 1400 Veles, North Macedonia",,,,,,
Св. Константин и Св. Елена,St. Constantine & St. Helen,Pelagonia Region,Bitola,Municipality of Bitola,7000,Borimechka,41.02594885,21.33213433,"St. Constantine & St. Helen, Stefan Naumov-Stiv, 7000 Bitola, North Macedonia",,,,,,
Св. Ана,St. Anna,Pelagonia Region,Bitola,Municipality of Bitola,7000,Novo Strezhevo,41.03869335,21.32385534,"St. Anna, Karaorman, 7000 Bitola, North Macedonia",,,,,,
Св. Наум Охридски,St. Naum of Ohrid,Pelagonia Region,Bitola,Municipality of Bitola,7000,Borimechka,41.02841495,21.33895917,"St. Naum of Ohrid, Hristo Hristov 15, 7000 Bitola, North Macedonia",,,,,,
Св. 40. Севастиски маченици,Forty Martyrs of Sebaste,Pelagonia Region,Bitola,Municipality of Bitola,7000,Novo Strezhevo,41.03998115,21.33540105,"Forty Martyrs of Sebaste, Христијан Карпош, 7000 Bitola, North Macedonia",,,,,,
Св. Злата Мегленска,,Pelagonia Region,Bitola,Municipality of Bitola,7000,,41.0366237,21.35222474,"Св. Злата Мегленска, Шералти, 7000 Bitola, North Macedonia",,,,,,
Св. Јован Крстител,St. John the Baptist,Pelagonia Region,Beranci,Municipality of Mogila,,,41.1553684,21.3467061,"St. John the Baptist, A3, Beranci, North Macedonia",,,,,,
Св. Константин и Св. Елена,St. Constantine & St. Helen,Pelagonia Region,Beranci,Municipality of Mogila,,,41.16105455,21.35815408,"St. Constantine & St. Helen, A3, Beranci, North Macedonia",,,,,,
Црква „Св. Архангел Михаил“,St. Michael the Archangel Church,Polog Region,Podbgege,Municipality of Jegunovce,,,42.062585,21.12119638,"St. Michael the Archangel Church, R2242, Podbgege, North Macedonia",,,,,,
Св. Архангел Гаврил,St Archangel Gabriel,Pelagonia Region,Bitola,Municipality of Bitola,7000,Dovledzhik,41.0357695,21.30265577,"St Archangel Gabriel, 11 Brigada, 7000 Bitola, North Macedonia",,,,,,
Св. Александар Солунски,St. Alexander of Salonica,Pelagonia Region,Bitola,Municipality of Bitola,7000,Gorno Orizari,41.0486606,21.35604044,"St. Alexander of Salonica, Dimitar Robev, 7000 Bitola, North Macedonia",,,,,,
Црква Св. Никола,,Polog Region,Podbgege,Municipality of Jegunovce,,,42.04560735,21.13800779,"Црква Св. Никола, R2242, Podbgege, North Macedonia",,,,,,
Црква Св. Теодор Тирон,,Polog Region,Janchishte,Municipality of Jegunovce,,,42.05132535,21.11466505,"Црква Св. Теодор Тирон, R2242, Janchishte, North Macedonia",,,,,,
Св. Кирил и Методиј,Saint Cyril & St. Methodius,Pelagonia Region,Loznani,Municipality of Mogila,7512,,41.20182465,21.40045445,"Saint Cyril & St. Methodius, A3, 7512 Loznani, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Suvo Dol,Municipality of Novaci,,,41.07489215,21.54010056,"St. Nicholas, R1311, Suvo Dol, North Macedonia",,,,,,
Света Петка,,Skopje Region,Skopje,Municiplity of Kisela Voda,1111,Crniche,41.9857725,21.4312278,"Света Петка, Street Naum Ohridski, 1111 Skopje, North Macedonia",,,,,,
Црква „Рождество на Пресвета Богородица“ - Ново Лисиче,,Skopje Region,Skopje,Municipality of Aerodrom,1001,Novo Lisiche,41.9853763,21.4754451,"Црква „Рождество на Пресвета Богородица“ - Ново Лисиче, Тоше Проески (Детска Улица), 1001 Skopje, North Macedonia",,,,,,
Црква „Св. Великомаченик Георгиј“,,Skopje Region,Skopje,Municipality of Aerodrom,1001,Gorno Lisiche,41.9783403,21.496101,"Црква „Св. Великомаченик Георгиј“, Ѓорѓи Капчев, 1001 Skopje, North Macedonia",,,,,,
Црква „Св. Апостоли Петар и Павле“,Saints Peter and Paul the Apostles Church,Skopje Region,Skopje,Municipality of Aerodrom,1000,Gorno Lisiche,41.9644772,21.4936632,"Saints Peter and Paul the Apostles Church, Горно Лисиче, 1000 Skopje, North Macedonia",,,,,,
Манастир Св. Харалампие,Saint Charalambos monastery,Eastern Region,Preseka,Municipality of Kochani,,,41.9864791,22.48190627,"Saint Charalambos monastery, Preseka, Eastern Region, North Macedonia",,,,,,
Sveti Nikola,,Skopje Region,Nova Breznica,Municipality of Sopishte,,,41.8848347,21.278329,"Sveti Nikola, R1106, Nova Breznica, North Macedonia",,,,,,
Sv.Atanasij,,Polog Region,Chelopek,Municipality of Brvenica,1216,,41.9773007,21.01026888,"Sv.Atanasij, 54, 1216 Chelopek, North Macedonia",,,,,,
Св. Ѓорѓи,St. George,Eastern Region,Kochani,Municipality of Kochani,2300,,41.9173405,22.4087299,"St. George, Ilindenska, 2300 Kochani, North Macedonia",,,,,,
Јаја-пашина џамија,Yaya Pacha Mosque,Skopje Region,Skopje,Municipality of Chair,1000,Dukjandzhik,42.00754015,21.44214199,"Yaya Pacha Mosque, Bulevard Cvetan Dimov, 1000 Skopje, North Macedonia",,,,,,
Свети Никола,,Northeastern Region,Kumanovo,Municipality of Kumanovo,1300,,42.137538,21.72075308,"Свети Никола, Димитар Влахов, 1300 Kumanovo, North Macedonia",,,,,,
Света Троица,,Northeastern Region,Kumanovo,Municipality of Kumanovo,1300,,42.13428875,21.72086418,"Света Троица, Циганско сокаче, 1300 Kumanovo, North Macedonia",,,,,,
Sv. Krstovden-Kuckovo,,Skopje Region,Kuchkovo,Municipality of Gjorche Petrov,,,42.05167875,21.31109254,"Sv. Krstovden-Kuckovo, Улица 103, Kuchkovo, North Macedonia",,,,,,
Света Богородица - Матка,,Skopje Region,Dolna Matka,Municipality of Saraj,,,41.9619256,21.29614504,"Света Богородица - Матка, Ul. 2, Dolna Matka, North Macedonia",,,,,,
Св. Архангел Михаил,Saint Michael the Archangel,Skopje Region,Skopje,Municipality of Gazi Baba,1001,Автокоманда,42.0023472,21.4565664,"Arhimedova, 1001 Skopje, North Macedonia",,,,,,
Пресв. Богородица,Holy Mother of God,Skopje Region,Skopje,Municipality of Centar,1000,Madzhir Maalo,41.996151,21.43940961,"Holy Mother of God, Пајко Маало, 1000 Skopje, North Macedonia",,,,,,
Св. Ѓорѓи,,Skopje Region,Skopje,Municipality of Chair,1000,Dukjandzhik,42.01190895,21.44383435,"Св. Ѓорѓи, Cvetan Dimov, 1000 Skopje, North Macedonia",,,,,,
Св. Јован Крстител,,Skopje Region,Skopje,Municipality of Centar,1000,Kapishtec,41.99290625,21.41003433,"Св. Јован Крстител, Zagrepska, 1000 Skopje, North Macedonia",,,,,,
Св. Георгиј,,Skopje Region,Skopje,Municipality of Centar,1000,Karposh 2,42.01203215,21.42427103,"Св. Георгиј, Nikola Karev Boulevard, 1000 Skopje, North Macedonia",,,,,,
Св. Спас,,Skopje Region,Skopje,Municipality of Gazi Baba,1001,Hipodrom,41.99450285,21.50314715,"Св. Спас, Благоја Стефковски, 1001 Skopje, North Macedonia",,,,,,
Св. Димитрија,,Skopje Region,Markova Sushica,Municipality of Studenichani,1054,,41.89353655,21.40231218,"Св. Димитрија, R104, 1054 Markova Sushica, North Macedonia",,,,,,
Св. Петка,,Northeastern Region,Mlado Nagorichane,Municipality of Staro Nagorichane,,,42.1703016,21.81106575,"Св. Петка, A2, Mlado Nagorichane, North Macedonia",,,,,,
Евагелистичка Методистичка Црква,,Skopje Region,Skopje,Municipality of Centar,1000,Debar Maalo,41.9964303,21.42363067,"Евагелистичка Методистичка Црква, Kosta Kirkov, 1000 Skopje, North Macedonia",,,,,,
Свети Илија,,Skopje Region,Skopje,Municipality of Aerodrom,1000,Aerodrom,41.98586495,21.458145,"Свети Илија, Ангел Димовски, 1000 Skopje, North Macedonia",,,,,,
Ѓуришки Манастир,,Vardar Region,Krushica,Municipality of Sveti Nikole,,,41.90306395,21.83756174,"Ѓуришки Манастир, R105, Krushica, North Macedonia",,,,,,
Св. Архангел Михаил,Saint Michael's Church,Eastern Region,Dreveno,Municipality of Probishtip,,,42.01328305,22.22828741,"Saint Michael's Church, R1309, Dreveno, North Macedonia",,,,,,
Манастир Св. Богородица,St. Holy Mother of God Monastery,Skopje Region,Pobozhje,Municipality of Chucher Sandevo,,,42.12561345,21.42829508,"St. Holy Mother of God Monastery, R2239, Pobozhje, North Macedonia",,,,,,
Манастир Св. Никола,Saint Nicholas Monastery,Skopje Region,Brodec,Municipality of Chucher Sandevo,,,42.10977925,21.46959973,"Saint Nicholas Monastery, Љубанци - Бродец, Brodec, North Macedonia",,,,,,
